latitude,longitude,elevation_m,slope_deg,aspect_deg,topographic_wetness_index,terrain_ruggedness_index,annual_rainfall_mm,annual_temperature_c,summer_temperature_c,winter_temperature_c,solar_radiation_mj,potential_evapotranspiration_mm,relative_humidity_pct,frost_days_per_year,drought_index,clay_pct,sand_pct,silt_pct,bulk_density,soil_depth_cm,coarse_fragment_pct,available_water_capacity_mm,soil_ph,organic_nitrogen_pct,available_phosphorus_mgkg,exchangeable_potassium_mgkg,cation_exchange_capacity,ndvi_mean,evi_mean,ndwi_mean,soil_moisture_pct,soil_quality_index,climate_stress_index,erosion_risk_index,soil_organic_carbon_target,36
-36.17824567,172.959521,998.9496834,15.05889522,142.5750897,9.024906693,4.17801119,400,8.771082206,11.86968001,2.973200901,10.58461986,1235.504882,83.09329422,35,1.169174418,52.91011861,56.04840794,0,1.187146465,75.29471116,10.35596247,155.9705312,6.551220806,0.452146312,9.05042168,287.4075502,18.74430662,0.840811731,0.76379641,-0.028160236,32.97489674,78.92821707,49.51658537,16.98681977,68.63681016,
-44.23959156,174.2592035,920.4477515,6.521109403,85.6656604,7.984024025,7.268494119,872.2644081,14.17975846,20.56341794,9.668599363,16.98160454,715.1806922,75.13096817,27,0.196587515,31.06515277,65.99220642,2.942640809,1.161235953,43.80944316,31.06090091,211.776905,5.679097907,0.187111977,25.90002744,200.3591755,14.57040828,0.715760793,0.521063808,0.369084347,26.18755781,66.78336522,15.6716096,9.093751855,49.88821983,
-44.63627543,168.5543306,128.4615801,3.904762307,337.3618845,7.840268196,2.042353497,1400.712184,9.077012151,14.98975773,2.496619589,22.15878886,991.1509488,69.64993665,22,0.166411471,45.24505225,23.85824478,30.89670297,1.432660186,104.042864,25.97886429,138.1316374,7.061571174,0.274107701,28.22909563,176.4493452,18.31570246,0.729866357,0.561930128,0.309794788,34.99445059,69.94474701,18.60851001,16.60009297,69.0676319,
-44.61574137,168.7526962,986.626818,2.860074078,145.9400442,7.264676339,8.996503546,1539.058897,11.02175379,15.948739,6.606190661,11.93418045,1064.974,77.98853865,30,0.48747914,50.52167046,45.47771914,4.0006104,1.018179401,129.7829417,39.92916621,198.1828914,6.074746462,0.358697916,35.4664312,191.0196905,10.68563861,0.540496415,0.470883152,0.215674103,40.02894621,69.17493823,22.23144912,18.27273859,69.77273281,
-43.04485084,166.5394652,187.2848441,19.75318633,235.4631942,9.686178996,6.475620451,1076.055236,9.648250793,15.58114726,4.805489505,9.250862059,749.8294338,63.84434649,29,0.200155975,50.87329781,32.69838026,16.42832193,1.079312194,91.10205721,34.04862785,163.4249232,4.5,0.381115857,22.75490906,208.7686033,13.78955854,0.644053222,0.488025885,0.085567822,31.99074103,82.93609711,18.44704169,50.36027988,67.2386992,
-40.17816639,170.186878,464.1908722,4.884020307,263.5133793,9.761268699,2.494074193,1422.608881,13.80934744,19.74698454,9.675185897,16.44045305,863.2301452,65.38709651,26,0.27291826,58.67492007,53.3546888,0,1.357627074,67.74786459,5.63081963,124.4619094,6.301399502,0.180774912,42.51290281,229.7145048,15.92803348,0.553180012,0.465725889,0.168815604,44.0987265,54.94539609,17.10924146,26.92562416,65.95505233,
-41.38471476,173.2766806,526.3436997,19.4631616,278.3565139,10.53063542,6.571951976,1162.634794,13.49260874,19.4985879,7.943439455,18.85680108,822.4630487,58.8567751,29,0.388027086,50.00075809,19.0888321,30.91040982,1.109412147,75.33347571,33.76421896,212.7243308,6.548848699,0.659497599,31.38548299,139.2656361,10.58800999,0.418681049,0.25454561,0.284246585,20.50006042,80.5219014,18.937952,27.95058607,79.43442333,
-43.21402118,177.1531539,97.71502747,10.32918033,264.8790691,8.860465926,3.633135018,1654.482974,8.59945749,15.34441799,4.736836564,12.02926803,1111.09602,90.28200606,21,0.303455903,37.73923904,20.75653267,41.50422829,1.218116281,62.53059976,2.154629827,225.2011043,7.612017751,0.564082517,20.30316941,306.2991768,3,0.702519522,0.635206101,0.256338861,24.3236082,83.69359464,32.13272415,45.19935961,80.54657223,
-39.04591237,174.6700568,362.802903,8.275496099,104.099422,6.911422047,2.328439459,1185.303776,10.20558782,15.99422169,5.322933093,17.87809316,900.5686457,69.6861547,24,0.402275942,50.20255721,17.81675253,31.98069026,1.384383259,159.1725755,5.973983874,124.9232049,5.401844899,0.324098169,10.98579004,228.4018148,19.97166585,0.502575839,0.412210856,0.370597823,51.41568189,68.72562709,24.3617665,43.87985781,62.91911408,
-45.18657981,171.6601522,1027.878512,16.60524321,246.9843708,8.66150868,6.565084591,1171.728951,10.24982543,16.00454975,6.632206193,18.74267486,659.4564494,88.14467003,26,0.027001537,25.10593399,26.14601837,48.74804765,1.236518502,66.8896935,15.39391685,134.3888575,6.310634251,0.366519745,34.13785358,155.1546622,23.67443429,0.397954342,0.327499934,0.189454695,42.31779111,86.57859717,8.192263116,23.19992877,61.56180882,
-43.20211957,178.3905615,32.47760318,7.883240383,197.6434136,6.875379385,2.790815143,1000.485071,13.93836088,19.58527516,8.401331104,16.14666965,1241.219479,55.60590183,25,0.63237274,22.35295057,21.19321144,56.45383799,1.520982375,95.30627027,7.58621667,183.8191597,5.45584009,0.374463825,25.22744204,185.9101934,11.52843039,0.615433539,0.460743653,0.004103063,30.5648437,72.95557988,30.31290299,5.182657904,58.99452753,
-42.23729604,175.3501876,1786.358196,15.55555017,215.0541593,8.324157699,2.327263398,1502.336339,9.856109012,16.10049891,4.265639124,13.8066427,1149.884961,99.8850133,37,0.428472543,24.80658124,56.45241359,18.74100518,1.255178656,81.35938376,11.40727654,180.6873613,5.592487389,0.144388335,33.28628628,158.4484189,18.7803571,0.674165207,0.474314495,0.264232945,25.78510614,59.3529312,24.17785022,37.9547555,55.37598762,
-41.07109021,178.0921476,49.26355951,6.526571524,0.293262231,10.81960994,5.969397255,1366.535593,11.6248296,18.16655731,6.500028127,17.42235326,1039.937241,72.80736743,22,0.559857681,37.21041255,45.21870708,17.57088038,1.086884841,118.2574188,28.40512488,125.6373993,4.5,0.371889929,32.09829513,111.4384606,6.51762696,0.82081806,0.724618352,0.417229159,24.80464894,73.22393485,19.50160295,12.04480734,75.25044611,
-36.7927125,172.8586437,516.7121636,24.42354231,92.97273634,10.36250749,4.792814223,737.3455232,11.29592725,18.58494097,6.825629152,13.43433227,868.2342403,77.88754175,23,0.329176014,39.42930081,32.28139035,28.28930884,1.381025723,87.63640118,22.43536097,159.0358285,5.796466563,0.389438176,22.01266918,189.8682141,15.87655575,0.68223776,0.570191147,0.664456345,30.86682347,77.28524015,12.19050327,37.62363874,71.00011261,
-44.40424083,169.3657556,102.7934439,5.739035058,335.0461308,9.810649618,7.023038728,1355.237997,11.01444153,17.54371616,5.320325915,14.86451235,735.1177748,62.83247361,22,0.124110705,26.013203,22.31514665,51.67165036,1.069671583,73.22633047,15.95870694,130.383522,6.062992831,0.390467329,13.21100515,158.1599916,25.11579344,0.864352569,0.610580666,0.542404317,29.12602118,82.28646234,22.50866557,28.89991762,74.03761968,
-40.3149523,166.6867469,577.3651488,15.71131933,104.42739,7.95470074,4.399583283,1274.742319,17.16194674,24.23890443,13.10424623,13.90775869,862.1271738,73.3667841,33,0.183119071,34.09004729,58.18460887,7.72534384,1.538081263,139.0697695,25.8405762,54.09015632,7.061409798,0.43449712,28.09951166,195.1994348,13.1510829,0.781718229,0.618442358,0.513551339,22.21850779,77.55096777,6.481914898,29.13656516,64.92084199,
-39.2986106,175.4391031,893.2736756,21.53694489,157.685588,9.791874789,4.219872356,1585.428841,9.967539679,16.81396718,5.711255479,15.84302115,1039.245571,68.46392236,31,0.068894098,38.85402185,62.81216878,0,1.167396955,69.32164138,0.00797435,164.995942,7.667220188,0.223905171,27.04886808,234.1830477,6.126965882,0.688566049,0.604121101,0.047610378,32.90935862,61.37174257,12.27841994,67.66855995,73.75718304,
-46.39614463,167.576939,734.493466,0.238692778,67.20263359,6.718510043,0.926622895,1164.068655,11.31633984,17.46923268,5.625804932,15.52869258,871.2939774,65.78410905,27,0.282267993,23.87112752,61.17246459,14.95640788,1.490628444,101.674263,35.15955383,180.9013127,5.61403184,0.17427465,23.89104524,218.6971931,25.8681133,0.672237614,0.533201229,0.002205164,36.75587155,58.54231899,14.13078033,1.992532625,54.5283362,
-39.10191693,169.9360767,818.6663032,14.66348813,49.89691869,5.076450562,6.00464418,810.4238309,13.08884372,18.36267353,7.54425983,14.92253032,816.2082604,71.90628013,29,0.362560096,12.83957469,65.4870507,21.6733746,1.232735447,78.78629646,15.77447193,50.12020498,6.312289027,0.384238135,24.42398752,104.9588053,10.69759837,0.470769702,0.422235634,0.373222826,24.04737819,70.42123716,18.12012167,32.77040001,50.20579561,
-44.78318639,172.9221218,335.3546437,5.829730248,75.12082871,8.543776854,4.964377095,1019.342097,10.72501721,17.12908614,5.176316745,14.27371451,678.4082554,58.04222777,27,0.097161077,15.27728104,58.46584836,26.2568706,1.099069762,74.94245026,19.56158537,183.5746345,5.636313654,0.472842413,15.52482401,172.3443863,13.3766844,0.54819112,0.487105333,0.408446578,34.80097009,79.58985088,11.64558673,28.23956862,72.45161091,
-46.15432929,173.3374156,1023.096072,16.53666118,199.3130384,7.249237088,7.376545853,1933.719379,10.23568627,17.79394622,2.937897586,16.78493269,761.8310072,94.4217346,17,0,40.63584084,47.9653918,11.39876736,1.372810242,58.46732594,4.686548464,111.7599966,7.118446887,0.237962774,46.03444595,109.1852217,23.5552718,0.847997841,0.724369941,0.11256097,46.95089071,67.43572661,6.55368651,36.11903977,73.09157175,
-34.66448802,173.8075816,1527.905653,12.06177166,330.8503145,11.56836393,6.519832597,1114.941819,13.01779335,20.10434085,7.84701402,12.811816,692.6758422,72.2901734,35,0.132373911,56.09017271,35.81121885,8.098608441,1.541340734,75.74506723,30.29092981,125.7621679,6.305344285,0.367367316,32.2196822,115.4197654,20.21673857,0.767887276,0.574203305,0.320668394,26.86300435,79.88990218,14.80638624,5.769598116,66.3914238,
-34.44678357,168.1613193,446.8386946,14.32798717,117.4317048,11.26472309,5.664187144,1613.320866,14.34917959,21.6272851,9.749149303,12.56672676,917.9840615,86.84931629,27,0,32.2823765,27.42117266,40.29645084,1.402209653,95.02654353,39.80094255,108.5039084,6.590715859,0.402599308,18.41342168,107.0672729,12.74658032,0.482163826,0.40421221,0.169381728,27.89971279,66.25374742,8.979801973,22.46562569,68.34740829,
-36.49083447,170.9365863,305.5423055,9.777796202,116.4268628,6.622065374,3.53851984,651.8471163,15.90783063,20.06406559,11.04995079,18.40782658,1021.587431,100,27,0.873077716,35.42606187,10.38068131,54.19325682,1.127547726,60.499595,30.65321483,181.2196423,6.873236189,0.355095782,30.16919954,119.4391974,20.27512912,0.632728539,0.555663799,0.496929971,19.95348357,80.97504768,34.50232788,41.13584119,50.31333004,
-43.040021,174.023525,212.1895563,22.48324939,203.0906113,9.389353682,4.169317326,1358.380021,11.40623059,15.44085994,8.505516994,17.78886211,708.6518563,68.01567759,16,0.180918251,12.00913626,59.93749391,28.05336984,1.342914529,112.4470425,5.581655564,141.5460952,7.60370698,0.403001206,18.62802235,122.7179569,9.756721997,0.668261562,0.555743126,0.224085319,37.14048097,68.77452158,13.53818711,42.6035134,65.62506362,
-45.73026252,178.6076452,701.876523,2.983839111,128.4273784,4.050881834,6.098527364,586.6564676,9.689053635,15.20439333,4.302390481,12.92344452,650.1890224,78.55165834,25,0.517350409,57.61702109,36.17228192,6.21069699,0.817773218,94.51701688,37.19920974,61.29540838,4.597408478,0.248234458,25.68634843,48.50541786,7.422883956,0.438644913,0.403177104,0.122842193,29.89129349,61.20170513,36.25469449,7.679574014,51.80896823,
-38.10497066,175.4592048,845.4724766,20.90071088,327.7497773,8.678671586,4.896762609,1228.076118,9.667355724,16.14192956,3.254200075,12.73578802,901.1389941,79.75124446,21,0.28998132,52.91469039,62.33232753,0,1.444640756,60.21638498,23.37908848,123.9227808,5.722830813,0.233653925,28.98391115,174.8319944,22.37949325,0.746909577,0.669559916,0.263277211,19.17219504,56.61353007,17.00578293,55.60188806,68.52408389,
-41.27801758,177.9938488,305.652302,6.611328305,136.0252954,8.627714492,7.836370933,903.8290473,16.20828557,21.83365969,11.55538406,12.90478972,865.663948,62.44501916,31,0.428638694,34.40525371,29.31162308,36.2831232,1.291596967,94.45166323,34.64189655,169.41454,6.498271119,0.350572229,35.85864781,131.5504909,18.23053071,0.655352715,0.537125049,0.361177907,19.26932424,65.97233625,22.22464826,23.8722774,49.88218074,
-45.41350295,175.9087568,1174.098434,1.622403364,176.5592109,6.01399107,7.629222739,830.2020703,12.97524186,18.77548455,6.664632012,9.462349383,950.6990928,83.49250414,32,0.658354508,54.10970582,30.28525943,15.60503475,0.996720802,100.7369321,16.88471379,173.8938693,5.33658264,0.704773659,13.84650329,136.0509823,30.45084306,0.592347465,0.497714503,0.37612541,23.43126007,83.4460289,22.45475899,11.4313945,73.76380452,
-40.56270017,173.6923206,661.2966005,10.630097,192.0201422,8.330204218,4.499218232,782.8034393,9.542108813,14.06234921,5.51172085,17.83399691,675.0536623,88.60698693,18,0.459121252,31.84827217,11.26979193,56.8819359,1.27388925,101.9868375,11.14015798,132.9300017,6.801874469,0.373274812,18.25648294,162.0902231,22.80773869,0.638603595,0.561592299,0.205434919,48.1751163,80.71824046,29.031081,33.93268161,79.05921665,
-46.55294923,168.4963038,442.9950718,6.008314941,281.5444062,6.143375225,5.18660907,1114.467042,9.961900043,15.35470884,5.739221181,16.08281327,1070.266815,70.75218652,27,0.649800215,32.87030513,39.12625547,28.0034394,1.286319563,88.73888898,0.854016871,132.4400087,5.686621304,0.497611719,28.52302571,192.9918414,7.564332119,0.573556961,0.410962361,0.116307423,37.45907613,77.67769257,38.71445104,15.9315563,62.54098532,
-35.17883477,174.6669135,529.066481,13.95151382,203.0061382,9.70381172,3.411197583,439.7988687,8.667712851,13.77908204,4.448879984,12.30798567,962.6187144,79.45487595,21,0.749203467,44.15071138,39.32404026,16.52524836,1.501431896,106.6542004,37.94337277,186.2091346,6.224102713,0.242063755,20.10620306,260.9362827,28.93645624,0.821805234,0.707446408,0.340808847,23.40353671,61.65962749,50.31651499,26.12962269,62.47290959,
-43.63586024,174.1039344,172.2433073,14.90805101,86.09583605,8.372475519,4.795582373,624.3043406,11.7629172,16.90623616,8.227165469,17.12279359,1069.702289,76.24390545,23,0.782268903,26.16747851,49.29113809,24.5413834,1.313357091,76.73201366,6.151392701,141.0130616,7.136259643,0.263792416,27.33841112,142.2491426,16.68599524,0.708050897,0.518989488,0.315768397,26.70235252,66.0324273,37.53682543,47.85757341,52.26077753,
-38.3872103,173.8320992,696.3025151,9.107335465,44.63539439,10.98551071,6.899769079,1237.451589,13.44704813,18.71117784,6.989025997,17.65316159,830.1796545,72.98899908,21,0.315146508,54.07660575,54.9801565,0,1.352863254,78.34306488,31.28140671,173.7679519,4.911161974,0.260560198,3.60807041,148.1808452,16.14686334,0.664818387,0.572380258,0.259808971,32.91650112,59.37972306,15.45898702,29.17581553,66.28158407,
-42.94775601,172.3672163,183.0165869,14.40597849,337.5988368,4.938260134,3.912230213,501.1522862,16.63715567,21.54081876,11.12199796,14.84962758,1052.486014,85.28536531,24,0.765961262,20.6861937,30.83658067,48.47722563,1.383280085,75.72478368,11.13390426,84.35770014,7.046714221,0.298076944,15.43481287,116.4432112,11.47466898,0.674774256,0.55498699,0.284218913,18.96071062,71.88734004,23.97945857,24.42368867,33.77390366,
-40.23911572,172.8725359,274.2197303,12.59079229,288.5626781,6.263845411,4.26612499,591.3495619,15.25388936,18.8574291,9.632796625,16.35664105,814.875398,68.12498114,29,0.556833954,58.03217205,65.64485641,0,1.306294955,66.11933025,22.82978507,124.751255,4.752438371,0.180903701,35.37814595,196.7974994,26.26845884,0.340099528,0.255766349,0.206689163,67.23304838,50.87499842,29.10960004,36.24108335,55.73189393,
-39.89276637,170.3477529,393.5915285,10.48918564,8.267475704,7.029990501,2.662869592,1914.665006,12.10962051,19.52119401,7.833842472,16.29265203,1046.147565,71.22934066,27,0,56.35094865,37.38158089,6.267470456,1.323295419,88.9730548,33.02621406,137.7073847,6.650521978,0.419944637,31.27168481,266.9734055,10.10821887,0.549198771,0.460541773,0.374800538,32.99336253,72.90264903,9.410552189,31.33582236,81.11924639,
-44.59689208,172.751065,1372.242623,8.887439197,295.7504344,8.980998982,3.873201837,1828.493155,9.923815851,15.80710099,4.127106517,14.95656538,820.031874,60.94973533,23,0,27.28196073,44.42684052,28.29119875,1.261332615,114.7555533,13.99895744,228.4226369,6.427771851,0.430218845,19.18459175,108.1692335,13.82311688,0.584228031,0.468720474,0.005258469,43.08562319,79.34579214,8.801987689,47.01878051,81.55284966,
-34.39539984,168.5682268,498.3601553,6.965204783,212.6152058,8.541904371,6.227195644,867.0073099,13.37667404,18.68943189,8.884375837,15.0882901,613.631429,70.25149096,17,0.133928578,43.03105651,45.63765184,11.33129165,1.444242068,59.5398509,17.28420089,120.564893,5.462204972,0.329430392,19.66841558,215.1916488,16.53880669,0.322898611,0.190417487,0.367051999,14.67920677,62.92542823,17.99726374,3.731954735,43.51881096,
-36.9232733,176.4672672,199.9541041,31.25142482,186.8019246,8.850315202,4.518566998,1331.631746,6.690356994,12.54691402,2.152010391,16.09774073,1026.165617,84.62999294,27,0.318650589,34.83404645,62.59301314,2.572940407,0.913354648,149.7787926,5.751408507,123.6107875,6.961257328,0.356005649,45.43696668,236.2408581,21.04148063,0.730108248,0.555860859,0.196568511,38.12644007,77.13804481,28.86276477,71.95377151,75.34624076,
-34.78651376,168.4151004,530.5165895,10.1315273,4.402504448,6.701705091,2.696979973,870.3951261,9.636211321,15.96921728,3.563829754,15.62058307,807.4289878,73.84689168,34,0.329691514,39.22646206,51.57713569,9.196402251,1.257198343,55.15277062,16.82606816,168.2737481,5.045647535,0.481573914,38.52210713,207.7992197,16.55646076,0.705980307,0.517603445,0.397005171,35.6515554,74.20553773,14.68344642,13.74520859,78.90295653,
-35.36724444,167.1045618,633.5358122,13.00747265,281.1110603,4.194084334,5.424202073,887.3052836,13.90553958,20.01891733,9.751746065,13.67790652,1042.146509,68.82847228,14,0.599950044,18.63839588,31.21851878,50.14308534,1.539159576,100.2473505,33.0241592,169.0071306,7.01234432,0.388833804,19.69241558,215.7565219,15.04526858,0.445616628,0.314355071,0.453851312,23.76870079,65.50028462,25.1530748,34.11816835,49.70077328,
-39.22730028,171.6711983,941.4791632,16.02051043,71.30340513,6.480140387,4.897286852,400,14.62789318,19.89288212,10.62616612,13.34565279,656.2097621,56.23375296,20,0.5123895,47.42929228,52.36604396,0.204663764,1.240092064,127.0856664,35.20079868,146.1585598,6.040971678,0.199600632,30.9878709,136.3043716,27.55313016,0.42025136,0.318728738,0.424214837,32.73883896,62.03259482,24.59459838,11.79426929,46.27159914,
-35.01563494,174.5579967,408.877284,8.329810243,262.0732367,10.81639121,7.241336808,1811.498198,15.92543599,22.91880037,12.04260989,19.79107958,633.7958217,59.65043473,20,0,35.51645848,63.56525776,0.918283756,1.093269874,151.655998,25.34615224,172.4262524,5.459781325,0.297514402,14.46348022,128.4455638,12.82541501,0.589387129,0.503983091,0.212572173,30.58943961,73.95378176,0,23.93078781,64.8903673,
-45.84959747,171.6903187,227.5080936,13.66573279,5.712569052,6.759221743,4.728338962,1421.826939,11.66051663,17.0659582,6.806794684,13.87182634,838.6900894,61.4191609,32,0.177619924,15.20901555,59.32615745,25.464827,1.143012547,108.3956322,18.71081432,148.1149192,6.867480413,0.388252622,16.87757976,291.5273254,32.85319679,0.436067481,0.302495373,0.529626265,36.371372,70.52775874,15.945575,31.10341102,56.27007947,
-44.45222279,169.5978037,1614.250158,29.42091485,286.6873139,8.354389474,3.009926961,1496.965382,15.88896551,21.65629873,8.826838504,11.15670527,902.1055331,75.48704664,21,0.164884438,49.96291179,12.84305146,37.19403675,1.430365632,113.6583597,8.268903497,208.2417616,6.017036637,0.379897572,19.41178475,150.4500959,12.94609018,0.596346014,0.404531749,0.165631527,28.83627235,71.96071169,7.19679671,55.36904006,63.25262287,
-46.41204524,173.2562254,531.3649117,5.726608791,8.294208608,8.1218802,6.92664584,1412.938881,10.84782257,18.57132664,6.107725026,18.53645326,639.1099659,92.97884634,28,0,55.09048527,13.96702836,30.94248637,1.360214947,84.2583867,18.2051385,197.4934419,5.662693112,0.496297321,20.24509808,169.5583069,25.05908388,0.580469963,0.390848417,0.264589488,36.5718306,78.34860723,5.985699939,22.20657767,74.05227187,
-42.7707057,170.5110304,201.0734084,29.4135789,84.92144547,8.367328186,3.060936485,1120.343862,10.61078106,18.67076187,6.911189304,14.87242959,808.1923845,81.17606269,19,0.151612927,10.30871489,50.74618149,38.94510362,1.459381588,109.6494981,32.26576786,178.5955202,6.564539779,0.250831828,30.59988451,198.8036727,22.3480151,0.57128068,0.412324757,0.277157629,24.727657,58.68804512,16.8819671,60.67436013,53.41803749,
-41.94719523,178.12728,406.0984393,16.81442886,96.5801565,5.32940541,2.397178766,1005.721319,12.9221851,20.0699153,8.54721351,14.77606534,728.0232878,73.72448879,36,0.322102682,50.34264583,68.87627881,0,1.536266061,91.03931551,12.3847159,173.6739715,6.30657981,0.342235696,18.60167711,191.3402466,27.77519517,0.535843468,0.382128033,0.102085325,40.27529022,52.21983589,28.03631691,48.16601887,59.00417033,
-43.47246259,177.9943868,274.3365733,6.542385455,56.70310972,9.636046286,2.920027686,1186.162997,15.42753754,20.75878074,10.89271441,14.83056517,913.7911775,82.79519441,24,0.37345408,38.36965511,45.96418043,15.66616446,1.309262822,84.57992743,32.05647222,228.092022,6.968606346,0.335920023,16.66438863,240.1104348,17.49641129,0.598267912,0.425246787,0.281814021,14.76643029,67.03613059,20.69055821,24.89484368,58.97872926,
-36.22641238,172.5308337,980.135341,5.445556082,173.1809506,7.801287413,3.77847067,1786.273535,14.81718104,20.39196542,9.770054098,18.76663177,1234.159451,69.76075258,25,0.260144643,12.52001381,36.13318515,51.34680103,1.312679541,86.28072558,0.141610468,144.8625539,5.170169468,0.188769602,16.66854717,64.64685928,24.23379488,0.700568016,0.543375112,0.309109654,35.60216548,65.58120847,21.53974242,4.023581688,49.86733976,
